 esp1   esp2   esp3  PSI:0.769231 esp1   esp2   esp3  PSI:0.8 esp1   esp2   esp3  PSI:0.806452 esp1   esp2   esp3  PSI:0.813008
0.125293  -0.132233  -0.57846  0.17274  -0.253095  -0.446465  0.251481  -0.257523  -0.505229  0.225014  -0.263372  -0.478515  
0.144281  -0.144306  -0.59636  0.172893  -0.216596  -0.503031  0.176184  -0.182995  -0.526206  0.155791  -0.167303  -0.52293  
0.1675  -0.162778  -0.599154  0.165314  -0.207542  -0.513683  0.174771  -0.189401  -0.533346  0.150397  -0.16479  -0.528509  
0.169662  -0.163286  -0.601198  0.150547  -0.213517  -0.501053  0.18146  -0.195531  -0.530044  0.146119  -0.185515  -0.509556  
0.170273  -0.174195  -0.589782  0.164645  -0.223292  -0.504244  0.175816  -0.193181  -0.530468  0.155881  -0.194715  -0.512958  
0.160865  -0.170735  -0.584515  0.185437  -0.241268  -0.503509  0.164951  -0.176337  -0.536293  0.157987  -0.191889  -0.519989  
0.159432  -0.177495  -0.577537  0.176881  -0.241082  -0.499072  0.149311  -0.174553  -0.528695  0.151454  -0.196695  -0.510614  
0.153052  -0.182832  -0.567593  0.1663  -0.233217  -0.496387  0.150187  -0.182505  -0.523465  0.151728  -0.21342  -0.494049  
0.159691  -0.187692  -0.56749  0.15043  -0.218342  -0.496435  0.155176  -0.190397  -0.520067  0.154537  -0.211635  -0.499614  
0.157788  -0.186035  -0.566499  0.157373  -0.21883  -0.503127  0.15819  -0.192573  -0.520929  0.145912  -0.206613  -0.495526  
0.163796  -0.197359  -0.558849  0.156643  -0.221369  -0.499325  0.149328  -0.1801  -0.526017  0.152332  -0.211447  -0.497187  
0.172616  -0.203467  -0.56038  0.161404  -0.231542  -0.492874  0.152861  -0.188288  -0.520729  0.146106  -0.209211  -0.492744  
0.174537  -0.204188  -0.561202  0.159231  -0.230412  -0.492971  0.156891  -0.197881  -0.515445  0.146451  -0.209014  -0.491844  
0.171661  -0.201218  -0.562227  0.16215  -0.228141  -0.499418  0.158606  -0.202464  -0.511963  0.146842  -0.207553  -0.493045  
0.164396  -0.194055  -0.562642  0.154466  -0.220319  -0.500323  0.158881  -0.203124  -0.51137  0.150732  -0.209005  -0.495004  
0.165436  -0.19921  -0.558123  0.151275  -0.222651  -0.493378  0.155919  -0.199199  -0.513288  0.159073  -0.213541  -0.49875  
0.157644  -0.19208  -0.558181  0.150705  -0.223237  -0.491268  0.156293  -0.197993  -0.514414  0.161364  -0.210807  -0.503493  
0.1607  -0.192446  -0.561012  0.151749  -0.229021  -0.486178  0.156235  -0.197474  -0.515718  0.161199  -0.210426  -0.504133  
0.162228  -0.190659  -0.564795  0.152706  -0.229471  -0.486918  0.154639  -0.196112  -0.51584  0.160763  -0.213118  -0.501688  
0.163204  -0.192332  -0.564236  0.155924  -0.231146  -0.489228  0.158459  -0.196332  -0.519775  0.162301  -0.215653  -0.501203  
0.162897  -0.195039  -0.5622  0.152896  -0.227729  -0.490123  0.156649  -0.197317  -0.518126  0.160785  -0.214919  -0.501896  
0.162873  -0.19606  -0.561102  0.158836  -0.230474  -0.492588  0.15876  -0.196978  -0.521238  0.164354  -0.214358  -0.505829  
0.162513  -0.198324  -0.559224  0.159353  -0.230591  -0.493216  0.159881  -0.196974  -0.522552  0.162139  -0.215176  -0.503432  
0.166604  -0.201584  -0.558549  0.159286  -0.2326  -0.491199  0.161606  -0.196549  -0.524587  0.161144  -0.210975  -0.507487  
0.164206  -0.201574  -0.556538  0.158608  -0.230998  -0.492373  0.161924  -0.196034  -0.524562  0.162597  -0.212684  -0.506826  
0.166338  -0.207022  -0.553175  0.158221  -0.232856  -0.489606  0.161677  -0.19576  -0.524893  0.164335  -0.213436  -0.507783  
0.163185  -0.206072  -0.551289  0.156927  -0.231186  -0.489776  0.161261  -0.194779  -0.525634  0.165621  -0.216302  -0.505546  
0.163589  -0.206477  -0.550886  0.155499  -0.233221  -0.486942  0.162812  -0.197929  -0.523147  0.167965  -0.215164  -0.508348  
0.163622  -0.206696  -0.550522  0.155645  -0.231707  -0.488791  0.158597  -0.194831  -0.522782  0.169048  -0.214319  -0.509803  
0.161127  -0.204034  -0.551438  0.152912  -0.228154  -0.490114  0.157917  -0.194465  -0.523146  0.169958  -0.214789  -0.510719  
0.160767  -0.202201  -0.552407  0.153899  -0.226927  -0.492359  0.155205  -0.192674  -0.522589  0.169294  -0.215461  -0.509494  
0.159584  -0.201749  -0.551958  0.154024  -0.224777  -0.494628  0.153154  -0.192106  -0.520602  0.169026  -0.215459  -0.509332  
